id,type,ans_count,cr_time,score,poster_rep
582,1,3,2011-11-25T06:00:09.230,10,7198
583,1,2,2011-11-25T06:05:04.183,7,7198
584,2,,2011-11-25T06:10:28.100,12,4513
585,2,,2011-11-25T06:12:57.410,2,4513
586,2,,2011-11-25T06:16:45.203,14,4513
587,2,,2011-11-25T07:30:42.083,2,1556
588,2,,2011-11-25T07:34:48.993,2,1556
589,2,,2011-11-25T07:39:03.750,3,1556
590,1,2,2011-11-25T08:52:56.297,2,113
591,2,,2011-11-25T10:42:17.663,1,2762
592,2,,2011-11-25T10:47:59.133,7,203
593,2,,2011-11-25T12:08:41.743,3,31
594,2,,2011-11-25T12:45:06.633,15,2313
595,2,,2011-11-25T16:07:04.793,7,2173
596,1,1,2011-11-25T17:25:25.193,8,2392
597,2,,2011-11-25T18:12:29.507,3,5070
598,2,,2011-11-25T18:41:05.313,2,1556
599,2,,2011-11-25T22:04:51.163,1,1545
600,2,,2011-11-25T23:36:53.580,2,21
601,2,,2011-11-26T02:50:47.310,1,11
602,2,,2011-11-26T08:11:56.693,0,51
603,2,,2011-11-26T08:27:56.307,2,51
604,2,,2011-11-26T08:41:34.277,1,356
605,2,,2011-11-26T09:48:59.900,0,311
606,2,,2011-11-26T09:53:54.783,1,356
608,2,,2011-11-26T10:51:21.783,8,356
609,1,3,2011-11-26T10:58:36.327,9,494
610,2,,2011-11-26T11:17:12.900,4,356
611,1,1,2011-11-26T11:46:45.740,5,268
612,2,,2011-11-26T12:23:03.520,4,1562
613,2,,2011-11-26T13:14:19.187,6,2392
614,2,,2011-11-26T19:26:32.620,0,21
616,2,,2011-11-26T20:24:06.880,0,21
617,2,,2011-11-26T23:58:02.647,1,11
618,2,,2011-11-27T02:05:49.547,1,991
619,2,,2011-11-27T02:38:56.610,5,991
622,2,,2011-11-27T05:13:24.460,-2,311
624,2,,2011-11-27T08:17:27.003,3,311
625,2,,2011-11-27T10:48:30.473,2,21
626,1,3,2011-11-27T13:13:19.550,13,406
627,2,,2011-11-27T13:34:26.830,9,2506
628,2,,2011-11-27T13:48:01.380,11,1006
629,1,3,2011-11-27T14:43:21.880,7,215
630,2,,2011-11-27T14:55:36.230,5,2506
631,1,2,2011-11-27T18:44:58.227,5,428
632,2,,2011-11-27T20:24:17.840,5,770
633,1,2,2011-11-27T20:34:32.280,11,770
634,2,,2011-11-27T21:12:29.810,1,1556
635,2,,2011-11-27T21:21:44.503,3,4513
636,2,,2011-11-27T22:03:20.257,6,4513
637,2,,2011-11-27T23:39:59.103,1,631
638,1,1,2011-11-28T03:43:31.430,10,5070
639,2,,2011-11-28T08:37:57.627,1,311
640,2,,2011-11-28T09:57:37.847,1,2313
642,2,,2011-11-28T13:37:03.013,5,1006
643,1,5,2011-11-28T15:07:49.730,15,5951
644,2,,2011-11-28T15:14:25.127,1,412
645,2,,2011-11-28T15:16:45.470,9,2762
646,1,5,2011-11-28T16:10:15.410,5,3135
647,2,,2011-11-28T16:14:14.237,6,1317
648,2,,2011-11-28T16:14:58.813,4,2762
649,2,,2011-11-28T16:23:11.903,0,5951
650,2,,2011-11-28T16:55:10.030,1,2392
651,2,,2011-11-28T19:29:34.377,0,6139
652,1,4,2011-11-28T21:12:30.887,19,916
653,2,,2011-11-28T21:51:54.347,4,797
654,2,,2011-11-28T22:36:52.730,6,991
655,1,2,2011-11-29T02:11:27.433,7,328
656,2,,2011-11-29T02:20:54.527,9,291
657,2,,2011-11-29T02:31:34.223,34,456
658,2,,2011-11-29T04:23:21.067,2,991
659,2,,2011-11-29T05:30:03.403,1,1556
660,2,,2011-11-29T15:14:35.303,4,404
661,1,1,2011-11-29T18:15:38.940,10,7198
662,1,3,2011-11-29T18:20:16.263,6,7198
663,2,,2011-11-29T18:39:10.910,12,2506
664,1,2,2011-11-29T18:46:15.447,5,7198
665,2,,2011-11-29T19:30:14.053,11,2506
666,2,,2011-11-29T22:29:14.930,10,1006
667,1,1,2011-11-29T23:43:27.160,2,7198
668,2,,2011-11-30T01:07:47.997,5,1556
669,2,,2011-11-30T01:20:58.520,9,206
670,1,2,2011-11-30T03:04:20.813,5,7198
671,1,3,2011-11-30T03:06:59.503,9,956
672,1,2,2011-11-30T03:10:39.893,6,7198
673,1,1,2011-11-30T03:15:56.407,3,7198
674,2,,2011-11-30T03:24:03.873,2,208
675,1,1,2011-11-30T03:38:12.183,7,418
676,2,,2011-11-30T03:39:18.653,1,208
677,2,,2011-11-30T03:46:38.903,2,598
680,1,1,2011-11-30T05:46:04.737,7,7198
681,2,,2011-11-30T09:01:40.877,15,991
682,2,,2011-11-30T09:12:26.330,2,2506
683,2,,2011-11-30T10:10:00.987,7,1006
684,2,,2011-11-30T11:39:51.770,6,2762
685,2,,2011-11-30T13:01:01.277,9,1006
687,2,,2011-11-30T14:40:54.307,8,2762
688,2,,2011-11-30T14:41:34.680,4,2506
689,2,,2011-11-30T14:41:43.600,4,4513
690,2,,2011-11-30T14:59:47.507,1,1317
691,2,,2011-11-30T15:07:05.540,4,2506
692,1,2,2011-11-30T15:13:59.850,5,428
693,2,,2011-11-30T15:26:44.910,7,2762
694,1,4,2011-11-30T15:30:22.093,17,188
696,2,,2011-11-30T15:56:35.973,12,1006
697,1,3,2011-11-30T17:02:20.833,11,428
698,1,1,2011-11-30T17:49:15.713,5,7198
699,2,,2011-11-30T18:11:29.043,8,2762
700,2,,2011-11-30T19:46:39.600,5,885
701,2,,2011-11-30T19:52:16.830,0,5319
702,2,,2011-11-30T20:22:33.350,1,5319
703,2,,2011-11-30T20:28:14.670,3,4378
704,1,1,2011-11-30T20:40:35.680,6,4378
705,2,,2011-11-30T21:15:08.357,17,2506
706,1,3,2011-11-30T22:16:07.753,9,6139
708,2,,2011-11-30T23:02:29.457,23,4513
709,1,1,2011-12-01T00:00:36.783,6,2392
710,2,,2011-12-01T00:33:33.240,6,325
711,2,,2011-12-01T00:38:34.483,5,311
713,2,,2011-12-01T01:43:57.113,0,121
714,2,,2011-12-01T02:04:31.487,1,121
715,2,,2011-12-01T02:49:34.080,1,311
717,2,,2011-12-01T14:44:06.397,6,5319
718,2,,2011-12-01T18:04:08.737,6,5951
719,1,2,2011-12-01T18:58:14.667,6,5951
720,2,,2011-12-01T19:13:46.320,8,5070
721,2,,2011-12-01T19:18:47.433,4,4513
722,1,6,2011-12-01T19:41:26.343,7,4378
723,2,,2011-12-01T19:59:50.360,3,2506
724,2,,2011-12-01T20:15:31.187,6,5319
725,2,,2011-12-01T20:31:43.353,1,5319
726,2,,2011-12-01T20:54:47.457,4,1006
727,1,5,2011-12-01T23:47:13.057,4,956
728,2,,2011-12-02T00:23:23.687,8,2392
729,2,,2011-12-02T01:02:26.837,2,328
730,2,,2011-12-02T02:13:06.503,1,180
731,2,,2011-12-02T03:40:59.400,0,1556
732,2,,2011-12-02T09:09:32.393,2,4513
733,2,,2011-12-02T09:46:23.213,8,2313
734,2,,2011-12-02T16:56:45.310,5,5319
735,2,,2011-12-02T19:24:27.383,0,167
736,2,,2011-12-03T03:49:33.633,2,208
737,1,1,2011-12-03T07:25:08.043,14,3135
738,1,1,2011-12-03T07:47:31.777,2,3135
739,2,,2011-12-03T07:54:28.710,17,770
740,2,,2011-12-03T08:01:37.587,6,770
741,2,,2011-12-03T08:07:40.117,0,770
742,1,1,2011-12-03T08:29:39.667,4,3135
743,2,,2011-12-03T09:11:40.877,2,770
744,1,1,2011-12-03T19:06:35.040,3,428
745,1,2,2011-12-03T19:16:03.940,7,428
746,1,1,2011-12-03T19:23:25.437,3,428
747,2,,2011-12-03T19:30:23.563,11,5070
748,2,,2011-12-03T19:39:11.743,2,5941
749,1,1,2011-12-04T03:34:15.233,6,325
750,2,,2011-12-04T03:49:39.900,7,5070
751,2,,2011-12-04T04:30:08.317,4,141
752,2,,2011-12-04T07:01:48.790,7,295
753,5,,2011-12-04T16:44:20.797,0,1
754,4,,2011-12-04T16:44:20.797,0,3135
755,2,,2011-12-04T23:19:21.080,5,5070
757,5,,2011-12-05T07:24:50.857,0,1
758,4,,2011-12-05T07:24:50.857,0,3135
759,5,,2011-12-05T07:25:52.837,0,1
760,4,,2011-12-05T07:25:52.837,0,3135
761,5,,2011-12-05T07:27:37.000,0,1
762,4,,2011-12-05T07:27:37.000,0,3135
763,2,,2011-12-05T08:36:06.547,2,4513
764,1,2,2011-12-05T16:16:25.593,7,5951
765,2,,2011-12-05T16:19:05.980,3,2313
766,2,,2011-12-05T16:19:51.673,8,2851
767,1,3,2011-12-05T16:33:14.200,10,5951
768,1,1,2011-12-05T16:40:48.290,-3,74
769,1,2,2011-12-05T16:49:31.547,10,5951
770,2,,2011-12-05T16:54:08.917,9,5951
772,2,,2011-12-05T17:12:23.490,11,5941
773,2,,2011-12-05T17:14:25.033,9,2506
774,2,,2011-12-05T17:25:36.793,11,5070
775,1,3,2011-12-05T17:43:04.783,10,6139
776,2,,2011-12-05T17:47:21.077,15,2506
777,2,,2011-12-05T17:47:50.323,13,5951
778,2,,2011-12-05T17:59:24.573,2,325
779,2,,2011-12-05T20:07:10.620,5,4378
780,2,,2011-12-05T20:49:00.807,6,3135
781,1,1,2011-12-05T21:59:19.187,1,7198
782,1,1,2011-12-05T22:10:44.180,7,7198
783,2,,2011-12-05T22:20:53.083,13,4378
784,2,,2011-12-05T22:35:11.417,6,4378
785,2,,2011-12-05T23:01:00.787,9,487
786,2,,2011-12-06T05:24:59.253,2,885
787,1,3,2011-12-06T15:14:30.373,11,5070
788,2,,2011-12-06T21:12:04.980,0,311
789,1,2,2011-12-06T21:23:42.070,4,7198
791,2,,2011-12-06T21:39:18.867,5,5070
792,2,,2011-12-06T21:41:10.847,2,311
793,1,7,2011-12-06T22:20:07.807,17,956
794,2,,2011-12-06T22:29:29.123,14,5070
795,2,,2011-12-06T22:41:34.047,5,1317
796,2,,2011-12-06T22:46:38.313,4,385
797,2,,2011-12-06T23:10:31.230,0,2506
798,1,5,2011-12-07T00:09:30.487,18,956
799,2,,2011-12-07T00:23:37.480,3,1556
800,2,,2011-12-07T00:37:26.823,7,5070
801,2,,2011-12-07T00:40:23.570,13,5941
802,2,,2011-12-07T00:47:17.837,3,325
803,2,,2011-12-07T00:55:01.457,2,2392
804,2,,2011-12-07T09:56:48.650,1,4513
805,1,3,2011-12-07T12:32:29.603,5,4513
806,1,1,2011-12-07T12:46:43.060,4,4513
807,2,,2011-12-07T13:15:17.330,2,5070
808,2,,2011-12-07T13:17:27.843,3,4378
809,2,,2011-12-07T13:49:24.470,5,208
810,2,,2011-12-07T15:53:01.923,4,1006
811,1,3,2011-12-07T16:31:12.237,13,494
812,1,1,2011-12-07T17:06:52.583,8,5951
813,2,,2011-12-07T18:09:12.467,11,2506
814,1,2,2011-12-07T21:33:35.353,4,4378
815,1,2,2011-12-07T22:16:05.750,9,7198
816,1,2,2011-12-07T22:22:07.533,3,7198
817,1,2,2011-12-07T22:31:20.773,4,7198
818,1,4,2011-12-07T22:39:13.707,3,7198
819,2,,2011-12-07T23:26:07.767,2,1167
820,2,,2011-12-07T23:33:08.480,2,1167
821,2,,2011-12-07T23:34:40.690,4,2506
822,2,,2011-12-07T23:53:58.740,6,885
823,2,,2011-12-08T00:25:40.030,1,815
824,2,,2011-12-08T00:29:36.050,11,2392
825,2,,2011-12-08T00:46:22.133,2,1545
826,2,,2011-12-08T00:52:32.403,5,5070
827,1,4,2011-12-08T02:01:05.603,21,956
828,2,,2011-12-08T02:36:44.000,8,181
829,2,,2011-12-08T04:20:30.960,1,2106
830,2,,2011-12-08T04:35:33.420,3,2106
831,2,,2011-12-08T09:04:47.317,18,4513
832,2,,2011-12-08T11:12:33.570,3,2506
833,2,,2011-12-08T13:40:27.560,5,168
834,1,3,2011-12-08T14:22:01.453,6,3135
835,2,,2011-12-08T14:47:21.580,6,2392
836,1,3,2011-12-08T14:50:14.040,11,158
837,2,,2011-12-08T15:24:58.740,2,2106
838,2,,2011-12-08T15:25:10.673,19,478
839,1,2,2011-12-08T19:26:39.500,6,885
840,2,,2011-12-08T19:51:29.503,8,5070
841,2,,2011-12-08T19:52:36.103,5,2392
842,1,1,2011-12-08T20:33:11.237,8,6139
843,2,,2011-12-08T20:38:44.970,17,5070
844,1,1,2011-12-08T22:51:34.090,5,487
845,2,,2011-12-08T23:06:45.207,4,487
846,2,,2011-12-08T23:10:56.337,2,5941
847,1,1,2011-12-09T06:44:21.830,7,6139
848,1,2,2011-12-09T06:49:20.730,5,6139
849,1,4,2011-12-09T06:55:57.990,18,6139
850,2,,2011-12-09T08:23:17.863,13,2762
851,2,,2011-12-09T10:35:53.150,7,421
852,2,,2011-12-09T10:40:52.610,1,421
853,2,,2011-12-09T10:42:10.813,3,4513
854,1,5,2011-12-09T12:08:02.520,9,3135
855,2,,2011-12-09T14:17:57.687,8,2506
856,2,,2011-12-09T16:52:10.093,1,2106
857,1,5,2011-12-09T18:11:17.963,5,7198
858,2,,2011-12-09T18:26:45.340,5,4378
859,2,,2011-12-09T20:57:52.870,3,487
860,2,,2011-12-09T21:37:04.200,-1,2106
861,2,,2011-12-09T22:51:27.923,1,779
862,2,,2011-12-09T23:54:50.317,4,156
863,2,,2011-12-10T01:59:29.370,3,376
864,2,,2011-12-10T02:07:40.693,0,376
865,1,2,2011-12-10T02:16:44.697,5,956
866,2,,2011-12-10T03:19:50.847,10,376
867,2,,2011-12-10T03:36:42.180,6,376
870,1,2,2011-12-11T16:11:56.180,3,158
871,2,,2011-12-12T00:02:44.833,0,365
872,2,,2011-12-12T00:50:53.610,2,63
873,1,1,2011-12-12T02:47:52.843,5,885
874,2,,2011-12-12T07:52:13.790,2,797
875,1,2,2011-12-12T08:46:32.107,9,3135
876,2,,2011-12-12T11:45:09.710,0,2313
877,2,,2011-12-12T12:37:06.927,8,797
878,2,,2011-12-12T13:16:47.907,2,2313
879,2,,2011-12-12T13:26:30.560,5,2313
880,2,,2011-12-12T15:10:57.027,6,2762
881,1,1,2011-12-12T16:52:50.593,7,138
882,2,,2011-12-12T18:58:55.463,5,1450
883,2,,2011-12-12T21:09:01.600,4,1114
884,1,1,2011-12-12T23:17:51.153,11,815
885,1,3,2011-12-12T23:23:18.537,6,885
886,2,,2011-12-12T23:51:18.683,10,1114
888,1,4,2011-12-13T02:23:33.920,9,585
889,2,,2011-12-13T02:57:54.717,1,1450
890,2,,2011-12-13T03:23:39.873,11,5070
891,2,,2011-12-13T10:26:34.930,3,3135
893,2,,2011-12-13T12:46:11.713,-3,311
894,2,,2011-12-13T12:47:54.830,5,1114
895,2,,2011-12-13T13:41:36.690,0,1114
896,2,,2011-12-13T17:19:00.190,5,1114
897,2,,2011-12-13T17:42:34.123,1,1114
898,1,1,2011-12-13T18:10:26.583,4,5951
899,1,1,2011-12-13T18:17:17.693,4,5951
900,1,4,2011-12-13T18:27:16.863,11,5951
901,2,,2011-12-13T19:09:39.787,14,1450
902,2,,2011-12-13T19:12:50.440,9,5070
903,1,1,2011-12-13T19:15:33.753,4,5951
904,1,1,2011-12-13T19:29:34.460,4,4378
905,2,,2011-12-13T19:42:24.980,3,4378
906,2,,2011-12-13T19:57:14.903,7,4378
907,2,,2011-12-13T20:09:29.260,11,1114
908,2,,2011-12-13T20:30:48.227,7,1114
909,2,,2011-12-13T20:52:23.347,1,1114
910,1,2,2011-12-13T23:33:40.077,4,7198
911,2,,2011-12-14T00:02:38.897,6,5951
912,2,,2011-12-14T03:13:09.930,0,311
913,1,9,2011-12-14T08:40:20.200,22,707
914,1,3,2011-12-14T08:48:37.653,12,707
915,2,,2011-12-14T08:57:15.673,22,5941
916,2,,2011-12-14T08:57:29.630,5,3135
917,1,2,2011-12-14T09:30:57.290,8,707
918,1,4,2011-12-14T09:38:56.100,19,707
919,2,,2011-12-14T09:52:03.550,10,5941
920,2,,2011-12-14T11:21:19.500,11,385
921,2,,2011-12-14T14:17:41.747,21,2173
922,1,1,2011-12-14T17:00:55.393,9,707
923,2,,2011-12-14T17:38:26.123,6,7198
924,1,3,2011-12-14T17:57:03.540,4,7198
925,2,,2011-12-14T18:35:23.073,1,11
926,2,,2011-12-14T18:41:52.373,6,5951
927,2,,2011-12-14T19:51:21.057,3,31
928,2,,2011-12-14T20:10:17.937,8,4513
929,2,,2011-12-14T21:15:32.047,2,156
930,2,,2011-12-14T21:23:09.140,5,156
931,2,,2011-12-14T22:21:46.783,3,156
932,1,1,2011-12-14T22:32:32.113,5,4513
933,1,2,2011-12-14T22:35:50.187,5,7198
934,1,1,2011-12-14T22:45:26.080,4,7198
935,1,2,2011-12-14T22:50:35.320,6,7198
936,2,,2011-12-14T23:12:20.423,5,815
937,2,,2011-12-14T23:46:42.790,9,5070
938,2,,2011-12-14T23:49:50.900,2,156
939,2,,2011-12-15T00:31:29.820,8,5070
940,5,,2011-12-15T09:19:16.627,0,1
941,4,,2011-12-15T09:19:16.627,0,3135
942,5,,2011-12-15T09:20:40.260,0,1
943,4,,2011-12-15T09:20:40.260,0,3135
944,5,,2011-12-15T09:21:44.677,0,1
945,4,,2011-12-15T09:21:44.677,0,3135
946,5,,2011-12-15T09:22:48.903,0,15418
947,4,,2011-12-15T09:22:48.903,0,3135
948,5,,2011-12-15T09:24:14.767,0,1
949,4,,2011-12-15T09:24:14.767,0,3135
950,5,,2011-12-15T09:24:58.357,0,1
951,4,,2011-12-15T09:24:58.357,0,3135
952,5,,2011-12-15T09:26:44.797,0,1
953,4,,2011-12-15T09:26:44.797,0,3135
954,5,,2011-12-15T09:28:12.660,0,1
955,4,,2011-12-15T09:28:12.660,0,3135
956,5,,2011-12-15T09:29:46.293,0,1
957,4,,2011-12-15T09:29:46.293,0,3135
958,5,,2011-12-15T09:31:43.453,0,1
959,4,,2011-12-15T09:31:43.453,0,3135
960,5,,2011-12-15T09:35:01.143,0,1
961,4,,2011-12-15T09:35:01.143,0,3135
962,2,,2011-12-15T09:52:16.447,4,487
963,2,,2011-12-15T14:20:11.823,2,2313
964,1,1,2011-12-15T15:43:26.783,7,5951
965,1,2,2011-12-15T16:03:18.990,6,5951
967,2,,2011-12-15T18:20:22.513,3,5070
968,2,,2011-12-15T18:20:53.147,8,2762
969,1,3,2011-12-15T18:34:30.053,3,7198
970,1,2,2011-12-15T19:29:19.040,3,7198
971,2,,2011-12-15T21:45:16.487,2,156
972,2,,2011-12-15T23:44:33.953,4,770
973,1,1,2011-12-16T00:06:54.267,4,7198
974,1,5,2011-12-16T00:20:11.213,4,707
975,2,,2011-12-16T00:26:07.413,2,707
976,2,,2011-12-16T00:32:14.827,8,707
977,2,,2011-12-16T01:18:05.400,3,5070
978,2,,2011-12-16T05:19:02.587,3,598
979,2,,2011-12-16T05:29:27.897,3,707
980,1,4,2011-12-16T05:55:34.593,11,707
981,2,,2011-12-16T06:01:31.793,8,598
982,2,,2011-12-16T08:20:49.260,18,5941
983,2,,2011-12-16T08:41:41.440,2,5941
984,2,,2011-12-16T12:58:09.897,4,4513
985,2,,2011-12-16T13:22:01.430,1,3135
986,2,,2011-12-16T13:49:57.187,3,3135
988,2,,2011-12-16T14:46:25.333,3,487
990,2,,2011-12-16T17:12:37.450,2,2173
992,1,4,2011-12-16T17:49:54.060,8,7198
993,1,1,2011-12-16T18:07:10.030,2,7198
994,2,,2011-12-16T18:27:36.813,3,797
995,2,,2011-12-16T18:39:29.650,6,797
996,2,,2011-12-16T18:58:13.953,5,885
997,1,3,2011-12-16T19:07:58.333,2,7198
998,2,,2011-12-16T19:34:37.680,1,885
999,2,,2011-12-16T19:36:33.817,3,5941
1000,1,2,2011-12-16T22:54:18.907,9,146
1001,1,1,2011-12-16T23:29:23.337,7,598
1002,2,,2011-12-16T23:57:20.163,11,797
1003,2,,2011-12-17T00:07:24.013,4,797
1004,1,2,2011-12-17T02:02:49.927,6,7198
1005,1,1,2011-12-17T02:36:38.560,2,7198
1006,1,2,2011-12-17T02:45:54.830,0,7198
1007,2,,2011-12-17T06:13:50.157,5,885
1008,2,,2011-12-17T07:58:00.420,1,3135
1009,5,,2011-12-17T10:54:11.333,0,1
1010,4,,2011-12-17T10:54:11.333,0,3135
1011,5,,2011-12-17T10:56:27.870,0,1
1012,4,,2011-12-17T10:56:27.870,0,3135
1013,5,,2011-12-17T10:56:34.123,0,1
1014,4,,2011-12-17T10:56:34.123,0,3135
1015,5,,2011-12-17T10:56:45.717,0,1
1016,4,,2011-12-17T10:56:45.717,0,3135
1017,5,,2011-12-17T10:56:58.307,0,1
1018,4,,2011-12-17T10:56:58.307,0,3135
1019,5,,2011-12-17T10:57:06.603,0,1
1020,4,,2011-12-17T10:57:06.603,0,3135
1021,5,,2011-12-17T10:57:14.123,0,1
1022,4,,2011-12-17T10:57:14.123,0,3135
1023,5,,2011-12-17T10:58:34.637,0,1
1024,4,,2011-12-17T10:58:34.637,0,3135
1025,5,,2011-12-17T11:00:34.247,0,1
1026,4,,2011-12-17T11:00:34.247,0,3135
1027,5,,2011-12-17T11:01:58.177,0,1
1028,4,,2011-12-17T11:01:58.177,0,3135
1029,5,,2011-12-17T11:05:48.737,0,1
1030,4,,2011-12-17T11:05:48.737,0,3135
1031,5,,2011-12-17T11:07:55.133,0,1
1032,4,,2011-12-17T11:07:55.133,0,3135
1033,2,,2011-12-17T14:26:12.813,2,598
1034,2,,2011-12-18T09:57:37.773,0,311
1035,2,,2011-12-18T10:14:23.720,2,311
1036,2,,2011-12-18T13:23:02.187,8,421
1037,2,,2011-12-19T09:07:49.707,1,2313
1038,1,1,2011-12-19T22:38:52.930,3,7198
1039,1,2,2011-12-19T22:54:29.490,6,7198
1040,2,,2011-12-19T23:03:09.053,4,4378
1041,1,2,2011-12-20T00:52:16.147,1,7198
1042,1,5,2011-12-20T00:59:23.997,4,7198
1043,2,,2011-12-20T07:59:13.733,2,4513
1045,2,,2011-12-20T11:09:44.207,4,2313
1046,2,,2011-12-20T15:13:22.197,-1,2106
1047,2,,2011-12-20T16:01:14.583,3,2106
1048,1,3,2011-12-20T16:26:32.960,5,5951
1049,2,,2011-12-20T16:49:16.913,2,121
1050,2,,2011-12-20T17:07:02.730,1,2106
1051,1,2,2011-12-20T21:46:12.940,3,4513
1052,2,,2011-12-20T22:54:55.883,2,5951
1053,2,,2011-12-21T00:17:51.333,2,7198
1054,1,1,2011-12-21T00:36:52.833,0,7198
1055,1,1,2011-12-21T06:10:08.617,2,7198
1056,1,3,2011-12-21T06:18:53.393,2,7198
1057,1,3,2011-12-21T06:29:41.380,1,7198
1058,2,,2011-12-21T11:20:07.737,2,205
1059,2,,2011-12-21T11:23:57.060,5,205
1060,2,,2011-12-21T11:26:27.413,3,421
1061,2,,2011-12-21T11:27:33.607,2,205
1062,2,,2011-12-21T11:35:06.090,5,421
1063,1,4,2011-12-21T14:44:59.967,7,38
1064,2,,2011-12-21T15:35:35.010,9,5951
1065,2,,2011-12-21T17:01:55.983,9,2851
1066,2,,2011-12-21T19:23:25.717,1,5941
1067,1,2,2011-12-21T19:47:43.680,2,7198
1068,2,,2011-12-21T21:51:35.233,3,2106
1069,2,,2011-12-21T22:07:58.623,5,5941
1070,2,,2011-12-22T10:43:39.797,0,421
1071,1,9,2011-12-22T13:04:22.493,13,815
1072,2,,2011-12-22T14:44:19.270,13,2106
1073,2,,2011-12-22T16:10:48.697,2,21
1074,2,,2011-12-22T19:22:45.033,13,177
1075,2,,2011-12-23T04:05:05.227,0,311
1076,1,3,2011-12-23T05:53:12.847,2,7198
1077,1,2,2011-12-23T05:55:41.970,2,7198
1078,1,2,2011-12-23T06:11:14.440,3,7198
1079,1,1,2011-12-23T06:18:04.023,3,7198
1080,1,2,2011-12-23T06:42:12.563,4,7198
1081,5,,2011-12-23T06:47:05.600,0,1
1082,4,,2011-12-23T06:47:05.600,0,7198
1083,5,,2011-12-23T06:50:16.937,0,1
1084,4,,2011-12-23T06:50:16.937,0,7198
1085,2,,2011-12-23T08:23:04.760,4,2762
1086,2,,2011-12-23T08:27:41.883,3,2762
1087,2,,2011-12-23T12:19:04.647,5,2392
1088,2,,2011-12-23T12:25:20.760,3,3135
1089,2,,2011-12-23T15:30:45.423,4,5941
1090,2,,2011-12-23T18:17:14.797,1,2106
1091,2,,2011-12-23T19:00:23.323,4,2106
1092,2,,2011-12-23T22:24:36.963,6,595
1093,2,,2011-12-24T00:57:55.997,4,5319
1094,1,2,2011-12-24T04:50:22.857,2,6139
1095,2,,2011-12-24T15:01:09.837,3,321
1096,1,2,2011-12-25T06:38:42.027,2,7198
1097,2,,2011-12-25T10:06:23.347,4,321
1098,2,,2011-12-25T14:33:19.497,1,2106
1099,1,6,2011-12-26T01:12:12.143,9,2106
1100,2,,2011-12-26T10:03:16.207,2,421
1101,2,,2011-12-26T11:18:22.273,3,177
1102,2,,2011-12-26T16:45:23.443,8,2392
1103,2,,2011-12-26T16:53:28.917,3,885
1104,5,,2011-12-26T18:46:36.467,0,1
1105,4,,2011-12-26T18:46:36.467,0,478
1106,5,,2011-12-26T20:15:13.913,0,1
1107,4,,2011-12-26T20:15:13.913,0,3135
1108,1,3,2011-12-26T20:26:58.987,8,3135
1109,2,,2011-12-26T20:33:29.223,0,2173
1110,1,1,2011-12-27T00:56:56.420,4,7198
1111,2,,2011-12-27T01:40:58.110,5,5941
1112,2,,2011-12-27T01:53:44.947,7,5941
1113,1,1,2011-12-27T05:53:33.657,0,7198
1114,2,,2011-12-27T07:44:40.493,6,4494
1115,2,,2011-12-27T08:49:12.230,0,4494
1116,1,1,2011-12-27T14:57:52.193,2,438
1117,2,,2011-12-27T15:10:29.730,1,4494
1118,1,3,2011-12-27T15:16:12.290,3,438
1119,2,,2011-12-27T15:47:18.203,7,2106
1120,1,2,2011-12-27T20:34:03.967,3,7198
1122,1,1,2011-12-28T01:00:27.353,2,7198
1123,1,2,2011-12-28T01:35:33.730,7,7198
1124,1,1,2011-12-28T01:42:18.320,0,7198
1125,5,,2011-12-28T01:58:01.150,0,1
1126,4,,2011-12-28T01:58:01.150,0,7198
1127,1,1,2011-12-28T02:04:38.563,2,7198
1128,2,,2011-12-28T02:17:35.987,3,2392
1129,1,3,2011-12-28T03:17:36.497,3,304
1130,1,1,2011-12-28T03:25:11.990,4,304
1131,2,,2011-12-28T05:43:02.093,6,7198
1132,2,,2011-12-28T06:19:13.360,6,7198
1133,2,,2011-12-28T08:10:15.083,13,4494
1134,2,,2011-12-28T08:16:44.123,5,4494
1135,2,,2011-12-28T08:57:34.240,1,4494
1136,2,,2011-12-28T09:45:43.880,7,321
1137,1,4,2011-12-28T15:42:20.997,3,5951
1138,2,,2011-12-28T16:01:00.387,3,4494
1139,1,4,2011-12-28T16:02:26.250,5,5951
1140,2,,2011-12-28T16:30:24.467,1,2106
1141,2,,2011-12-28T19:01:48.593,3,2106
1142,2,,2011-12-28T23:50:17.740,1,732
1143,2,,2011-12-28T23:56:11.563,3,732
1144,2,,2011-12-29T00:07:47.027,5,5941
1145,2,,2011-12-29T03:21:42.507,1,4378
1146,2,,2011-12-29T07:54:51.320,4,4494
1147,2,,2011-12-29T08:04:12.773,5,4494
1148,1,1,2011-12-29T13:13:38.480,8,147
1149,1,2,2011-12-29T19:15:40.593,2,7198
1150,1,1,2011-12-29T19:23:55.807,2,7198
1151,1,2,2011-12-29T19:28:00.997,5,7198
1152,2,,2011-12-29T19:30:03.613,10,1450
1153,1,1,2011-12-29T19:33:38.537,4,7198
1155,1,1,2011-12-29T20:43:47.943,2,7198
1156,1,2,2011-12-29T20:53:36.977,1,7198
1157,2,,2011-12-29T21:13:14.100,4,141
1158,2,,2011-12-30T00:05:41.593,5,51
1159,2,,2011-12-30T00:41:09.107,5,732
1160,2,,2011-12-30T00:48:36.473,5,732
1161,2,,2011-12-30T00:52:08.843,3,732
1162,2,,2011-12-30T01:23:14.547,6,732
